Company Name,Company Rating,Company Review,Sector,Salary,About Company,Links
Teradata,3.9,(402),Software Product | Hyderabad / Secunderabad +10 other locations,3.5k,Software Product | Hyderabad / Secunderabad +10 other locations,https://www.ambitionbox.com/overview/Teradata-overview
ESDS Software Solutions,3.8,(400),IT Services & Consulting | Nashik +14 other locations,2.8k,IT Services & Consulting | Nashik +14 other locations,https://www.ambitionbox.com/overview/ESDS Software Solutions-overview
Liberty General Insurance,3.8,(406),Insurance | Mumbai +82 other locations,1.7k,Insurance | Mumbai +82 other locations,https://www.ambitionbox.com/overview/Liberty General Insurance-overview
Eurokids,4.0,(401),Education & Training | Mumbai +68 other locations,1.2k,Education & Training | Mumbai +68 other locations,https://www.ambitionbox.com/overview/Eurokids-overview
Akamai Technologies,4.4,(399),Software Product | Bangalore / Bengaluru +8 other locations,3.3k,Software Product | Bangalore / Bengaluru +8 other locations,https://www.ambitionbox.com/overview/Akamai Technologies-overview
Bada Business,3.5,(398),Internet | New Delhi +53 other locations,1.6k,Internet | New Delhi +53 other locations,https://www.ambitionbox.com/overview/Bada Business-overview
Numeric UPS,4.0,(400),Consumer Electronics & Appliances | Chennai +73 other locations,1k,Consumer Electronics & Appliances | Chennai +73 other locations,https://www.ambitionbox.com/overview/Numeric UPS-overview
NR Switch N Radio Services,3.7,(396),Telecom | Kota +69 other locations,1.1k,Telecom | Kota +69 other locations,https://www.ambitionbox.com/overview/NR Switch N Radio Services-overview
Indian Bank,3.3,(402),Banking | Chennai +89 other locations,1.7k,Banking | Chennai +89 other locations,https://www.ambitionbox.com/overview/Indian Bank-overview
Larsen & Toubro Group,4.1,(396),Engineering & Construction | Chennai +72 other locations,1k,Engineering & Construction | Chennai +72 other locations,https://www.ambitionbox.com/overview/Larsen & Toubro Group-overview
MAQ Software,1.9,(404),IT Services & Consulting | Hyderabad / Secunderabad +8 other locations,3.1k,IT Services & Consulting | Hyderabad / Secunderabad +8 other locations,https://www.ambitionbox.com/overview/MAQ Software-overview
Torrent Gas,3.2,(399),Oil & Gas | Pune +30 other locations,2.1k,Oil & Gas | Pune +30 other locations,https://www.ambitionbox.com/overview/Torrent Gas-overview
Greenpanel Industries,4.1,(396),Furniture & Furnishing | Srikalahasti +63 other locations,1.7k,Furniture & Furnishing | Srikalahasti +63 other locations,https://www.ambitionbox.com/overview/Greenpanel Industries-overview
Puravankara,3.7,(397),Real Estate | Bangalore / Bengaluru +13 other locations,1.8k,Real Estate | Bangalore / Bengaluru +13 other locations,https://www.ambitionbox.com/overview/Puravankara-overview
Bharat Bijlee,4.3,(399),Electrical Equipment | Mumbai +21 other locations,1.4k,Electrical Equipment | Mumbai +21 other locations,https://www.ambitionbox.com/overview/Bharat Bijlee-overview
Paharpur Cooling Towers,3.9,(398),Industrial Machinery | Kolkata +48 other locations,1.8k,Industrial Machinery | Kolkata +48 other locations,https://www.ambitionbox.com/overview/Paharpur Cooling Towers-overview
Karvy DigiKonnect,3.1,(396),Financial Services | Hyderabad / Secunderabad +20 other locations,1.5k,Financial Services | Hyderabad / Secunderabad +20 other locations,https://www.ambitionbox.com/overview/Karvy DigiKonnect-overview
EID Parry (India),4.0,(398),Food Processing | Chennai +36 other locations,1.4k,Food Processing | Chennai +36 other locations,https://www.ambitionbox.com/overview/EID Parry (India)-overview
Haldiram Snacks,4.0,(401),Food Processing | Noida +50 other locations,1.5k,Food Processing | Noida +50 other locations,https://www.ambitionbox.com/overview/Haldiram Snacks-overview
Khadims,3.7,(396),Fashion & Textile | Kolkata +60 other locations,1.3k,Fashion & Textile | Kolkata +60 other locations,https://www.ambitionbox.com/overview/Khadims-overview
Bhilosa Industries,3.8,(401),Fashion & Textile | Silvassa / Dadra & Nagar Haveli +11 other locations,2.1k,Fashion & Textile | Silvassa / Dadra & Nagar Haveli +11 other locations,https://www.ambitionbox.com/overview/Bhilosa Industries-overview
Eurofins It Solutions,3.1,(399),IT Services & Consulting | Bangalore / Bengaluru +6 other locations,3k,IT Services & Consulting | Bangalore / Bengaluru +6 other locations,https://www.ambitionbox.com/overview/Eurofins It Solutions-overview
Sri Krishna Pharmaceuticals,3.9,(402),Pharma | Hyderabad / Secunderabad +14 other locations,1.7k,Pharma | Hyderabad / Secunderabad +14 other locations,https://www.ambitionbox.com/overview/Sri Krishna Pharmaceuticals-overview
Encube Ethicals,3.6,(398),Pharma | Mumbai +22 other locations,2.1k,Pharma | Mumbai +22 other locations,https://www.ambitionbox.com/overview/Encube Ethicals-overview
DesignTech Systems,3.3,(397),IT Services & Consulting | Pune +32 other locations,1.9k,IT Services & Consulting | Pune +32 other locations,https://www.ambitionbox.com/overview/DesignTech Systems-overview
RSM India,3.4,(403),Accounting & Auditing | Mumbai +31 other locations,2.2k,Accounting & Auditing | Mumbai +31 other locations,https://www.ambitionbox.com/overview/RSM India-overview
SMEC,3.7,(400),Real Estate | Bangalore / Bengaluru +63 other locations,1.4k,Real Estate | Bangalore / Bengaluru +63 other locations,https://www.ambitionbox.com/overview/SMEC-overview
5paisa Capital Ltd.,3.9,(394),Financial Services | Mumbai +9 other locations,1.5k,Financial Services | Mumbai +9 other locations,https://www.ambitionbox.com/overview/5paisa Capital Ltd.-overview
Romsons Group Of Industries,3.8,(402),Medical Equipment | Agra +51 other locations,1.5k,Medical Equipment | Agra +51 other locations,https://www.ambitionbox.com/overview/Romsons Group Of Industries-overview
Infosys Consulting,3.4,(397),IT Services & Consulting | Bangalore / Bengaluru +27 other locations,3.4k,IT Services & Consulting | Bangalore / Bengaluru +27 other locations,https://www.ambitionbox.com/overview/Infosys Consulting-overview
Saksoft,3.5,(399),IT Services & Consulting | Chennai +18 other locations,3k,IT Services & Consulting | Chennai +18 other locations,https://www.ambitionbox.com/overview/Saksoft-overview
RPG Life Sciences,3.9,(396),Pharma | Mumbai +39 other locations,1.5k,Pharma | Mumbai +39 other locations,https://www.ambitionbox.com/overview/RPG Life Sciences-overview
Anthem Biosciences,3.9,(397),Pharma | Bangalore / Bengaluru +13 other locations,2.5k,Pharma | Bangalore / Bengaluru +13 other locations,https://www.ambitionbox.com/overview/Anthem Biosciences-overview
ARMSOFTECH.AIR,3.3,(394),IT Services & Consulting | Chennai +14 other locations,1.3k,IT Services & Consulting | Chennai +14 other locations,https://www.ambitionbox.com/overview/ARMSOFTECH.AIR-overview
Allegis Group,3.7,(392),Recruitment | Bangalore / Bengaluru +13 other locations,2.7k,Recruitment | Bangalore / Bengaluru +13 other locations,https://www.ambitionbox.com/overview/Allegis Group-overview
Ess Kay Fincorp,4.0,(392),NBFC | Jaipur +109 other locations,1.1k,NBFC | Jaipur +109 other locations,https://www.ambitionbox.com/overview/Ess Kay Fincorp-overview
Railtel Corporation Of India,3.7,(393),Hardware & Networking | New Delhi +67 other locations,1.8k,Hardware & Networking | New Delhi +67 other locations,https://www.ambitionbox.com/overview/Railtel Corporation Of India-overview
India Glycols,3.8,(400),Chemicals | Kashipur +21 other locations,1.8k,Chemicals | Kashipur +21 other locations,https://www.ambitionbox.com/overview/India Glycols-overview
Deluxe Entertainment,3.4,(395),Media & Entertainment | Bangalore / Bengaluru +10 other locations,2.4k,Media & Entertainment | Bangalore / Bengaluru +10 other locations,https://www.ambitionbox.com/overview/Deluxe Entertainment-overview
AGS Healthcare,4.2,(393),Chennai +11 other locations,2.2k,Chennai +11 other locations,https://www.ambitionbox.com/overview/AGS Healthcare-overview
Voya India,3.7,(392),Financial Services | Bangalore / Bengaluru +10 other locations,2.3k,Financial Services | Bangalore / Bengaluru +10 other locations,https://www.ambitionbox.com/overview/Voya India-overview
Northcorp Software,4.4,(400),IT Services & Consulting | Gurgaon / Gurugram +7 other locations,199,IT Services & Consulting | Gurgaon / Gurugram +7 other locations,https://www.ambitionbox.com/overview/Northcorp Software-overview
Medica Superspecialty Hospital,3.6,(393),Healthcare | Kolkata +16 other locations,1.5k,Healthcare | Kolkata +16 other locations,https://www.ambitionbox.com/overview/Medica Superspecialty Hospital-overview
FabHotels,3.2,(397),Hospitality | Gurgaon / Gurugram +33 other locations,2k,Hospitality | Gurgaon / Gurugram +33 other locations,https://www.ambitionbox.com/overview/FabHotels-overview
MediBuddy,3.5,(394),Internet | Bangalore / Bengaluru +17 other locations,2k,Internet | Bangalore / Bengaluru +17 other locations,https://www.ambitionbox.com/overview/MediBuddy-overview
Gilbarco Veeder Root,3.8,(393),Industrial Machinery | Mumbai +51 other locations,1.9k,Industrial Machinery | Mumbai +51 other locations,https://www.ambitionbox.com/overview/Gilbarco Veeder Root-overview
Gyan Dairy,3.9,(399),Food Processing | Lucknow +36 other locations,1.2k,Food Processing | Lucknow +36 other locations,https://www.ambitionbox.com/overview/Gyan Dairy-overview
Quinnox,3.7,(393),IT Services & Consulting | Bangalore / Bengaluru +9 other locations,3.2k,IT Services & Consulting | Bangalore / Bengaluru +9 other locations,https://www.ambitionbox.com/overview/Quinnox-overview
Miracle Software Systems,4.1,(391),IT Services & Consulting | Visakhapatnam +8 other locations,1.9k,IT Services & Consulting | Visakhapatnam +8 other locations,https://www.ambitionbox.com/overview/Miracle Software Systems-overview
Entrata,4.1,(394),Software Product | Pune +3 other locations,2.3k,Software Product | Pune +3 other locations,https://www.ambitionbox.com/overview/Entrata-overview
Symbiotec Pharmalab,3.9,(396),Pharma | Indore +15 other locations,1.8k,Pharma | Indore +15 other locations,https://www.ambitionbox.com/overview/Symbiotec Pharmalab-overview
Pierian Services,3.6,(398),Management Consulting | Bangalore / Bengaluru +18 other locations,2.2k,Management Consulting | Bangalore / Bengaluru +18 other locations,https://www.ambitionbox.com/overview/Pierian Services-overview
Kolte Patil Developers,4.1,(393),Real Estate | Pune +9 other locations,1.8k,Real Estate | Pune +9 other locations,https://www.ambitionbox.com/overview/Kolte Patil Developers-overview
ABCI Infrastructures,3.4,(392),Engineering & Construction | Kolkata +49 other locations,5.6k,Engineering & Construction | Kolkata +49 other locations,https://www.ambitionbox.com/overview/ABCI Infrastructures-overview
Indian Political Action Committee,2.8,(391),Other | Kolkata +20 other locations,1.6k,Other | Kolkata +20 other locations,https://www.ambitionbox.com/overview/Indian Political Action Committee-overview
TotalEnergies,3.8,(391),Oil & Gas | Mumbai +59 other locations,1.6k,Oil & Gas | Mumbai +59 other locations,https://www.ambitionbox.com/overview/TotalEnergies-overview
ArisGlobal,2.8,(389),IT Services & Consulting | Bangalore / Bengaluru +8 other locations,2.8k,IT Services & Consulting | Bangalore / Bengaluru +8 other locations,https://www.ambitionbox.com/overview/ArisGlobal-overview
Epiroc,4.0,(391),Industrial Machinery | Bangalore / Bengaluru +25 other locations,2.2k,Industrial Machinery | Bangalore / Bengaluru +25 other locations,https://www.ambitionbox.com/overview/Epiroc-overview
Balmer Lawrie,3.7,(398),Packaging | Kolkata +31 other locations,1.7k,Packaging | Kolkata +31 other locations,https://www.ambitionbox.com/overview/Balmer Lawrie-overview
Ergode IT Services,3.4,(389),IT Services & Consulting | Mumbai +11 other locations,1.4k,IT Services & Consulting | Mumbai +11 other locations,https://www.ambitionbox.com/overview/Ergode IT Services-overview
Kataria Automobiles,3.7,(390),Automobile | Ahmedabad +24 other locations,1.5k,Automobile | Ahmedabad +24 other locations,https://www.ambitionbox.com/overview/Kataria Automobiles-overview
JNS Instruments,3.8,(389),Industrial Machinery | Gurgaon / Gurugram +22 other locations,1.7k,Industrial Machinery | Gurgaon / Gurugram +22 other locations,https://www.ambitionbox.com/overview/JNS Instruments-overview
Cloud4C,3.6,(394),IT Services & Consulting | Hyderabad / Secunderabad +8 other locations,2.5k,IT Services & Consulting | Hyderabad / Secunderabad +8 other locations,https://www.ambitionbox.com/overview/Cloud4C-overview
CodeClouds,4.4,(392),Software Product | Kolkata +6 other locations,1.1k,Software Product | Kolkata +6 other locations,https://www.ambitionbox.com/overview/CodeClouds-overview
Knowledgeworks Global,3.1,(390),Printing & Publishing | Mumbai +13 other locations,1.8k,Printing & Publishing | Mumbai +13 other locations,https://www.ambitionbox.com/overview/Knowledgeworks Global-overview
Allied Blenders & Distillers,4.1,(396),Beverage | Mumbai +76 other locations,1.5k,Beverage | Mumbai +76 other locations,https://www.ambitionbox.com/overview/Allied Blenders & Distillers-overview
WM Universal Solutions Private Limited,3.8,(392),Waste Management | Indore +17 other locations,1.8k,Waste Management | Indore +17 other locations,https://www.ambitionbox.com/overview/WM Universal Solutions Private Limited-overview
GM Modular,3.8,(387),Electrical Equipment | Mumbai +64 other locations,1.7k,Electrical Equipment | Mumbai +64 other locations,https://www.ambitionbox.com/overview/GM Modular-overview
Ciena,4.2,(390),Telecom | Gurgaon / Gurugram +11 other locations,2.9k,Telecom | Gurgaon / Gurugram +11 other locations,https://www.ambitionbox.com/overview/Ciena-overview
Ind-Swift Laboratories,3.8,(388),Pharma | Chandigarh +23 other locations,1.6k,Pharma | Chandigarh +23 other locations,https://www.ambitionbox.com/overview/Ind-Swift Laboratories-overview
Sany Heavy Industry,3.8,(392),Industrial Machinery | Pune +49 other locations,1.7k,Industrial Machinery | Pune +49 other locations,https://www.ambitionbox.com/overview/Sany Heavy Industry-overview
Scientific Publishing Services,3.8,(388),Analytics & KPO | Chennai +7 other locations,1.5k,Analytics & KPO | Chennai +7 other locations,https://www.ambitionbox.com/overview/Scientific Publishing Services-overview
Samsung C&T,4.2,(387),Engineering & Construction | Mumbai +25 other locations,1.3k,Engineering & Construction | Mumbai +25 other locations,https://www.ambitionbox.com/overview/Samsung C&T-overview
Vindhya e-Info Media,3.6,(394),BPO | Bangalore / Bengaluru +15 other locations,1k,BPO | Bangalore / Bengaluru +15 other locations,https://www.ambitionbox.com/overview/Vindhya e-Info Media-overview
Alankit,3.4,(387),Financial Services | New Delhi +37 other locations,1.2k,Financial Services | New Delhi +37 other locations,https://www.ambitionbox.com/overview/Alankit-overview
Dalmia Bharat Group,4.1,(396),Building Material | New Delhi +81 other locations,1.7k,Building Material | New Delhi +81 other locations,https://www.ambitionbox.com/overview/Dalmia Bharat Group-overview
Samsung Display,3.9,(390),Electronics Manufacturing | Noida +10 other locations,1.9k,Electronics Manufacturing | Noida +10 other locations,https://www.ambitionbox.com/overview/Samsung Display-overview
Enterprise Growth Accelerator,3.5,(386),Faridabad +9 other locations,686,Faridabad +9 other locations,https://www.ambitionbox.com/overview/Enterprise Growth Accelerator-overview
